ENSEMBLID PScore Mean_Expression
ENSG00000000419 1 14.0353714380381
ENSG00000002549 0 9.97979853407753
ENSG00000003402 1 8.31306319975054
ENSG00000004534 1 6.54488939438132
ENSG00000004809 1 6.80197725435281
ENSG00000004948 0 4.99492358309383
ENSG00000005059 1 8.78777363665885
ENSG00000005436 1 8.5795462998246
ENSG00000005471 0 5.0940355618279
ENSG00000005884 0 9.25965188614487
ENSG00000006059 0 6.76074451623873
ENSG00000006125 1 7.96323825791062
ENSG00000006744 1 8.65577961244914
ENSG00000006788 0 7.63766349011504
ENSG00000007062 1 8.85710036440398
ENSG00000008952 1 8.4669903949576
ENSG00000009307 0 9.60494722949109
ENSG00000009335 0 7.87754741955399
ENSG00000009830 0 10.7057639050572
ENSG00000010704 1 7.33218145105953
ENSG00000011114 0 8.37179870027628
ENSG00000011376 1 6.91875246377705
ENSG00000012174 0 7.95659412439754
ENSG00000013583 1 8.26439897110784
ENSG00000014641 1 12.0915628705224
ENSG00000016082 1 6.19219544533845
ENSG00000017427 1 6.13539604653771
ENSG00000019505 1 10.796502300516
ENSG00000020256 1 7.50629354597589
ENSG00000023734 0 9.86994113092476
ENSG00000025772 0 8.69924070622184
ENSG00000026751 0 11.5151057946199
ENSG00000027001 1 6.60326545697521
ENSG00000029363 1 10.3362529652007
ENSG00000030066 0 8.17405292710533
ENSG00000033011 0 10.1430762205812
ENSG00000033050 1 8.69262284023829
ENSG00000037637 0 8.7872149508604
ENSG00000038002 1 8.24408131241907
ENSG00000039068 1 10.7319073362224
ENSG00000040531 1 7.87396717333063
ENSG00000042445 1 6.34820375777398
ENSG00000044574 1 7.68831571313162
ENSG00000046889 0 8.01692752825827
ENSG00000047056 0 8.57375931467841
ENSG00000048471 0 7.01396031102824
ENSG00000049283 1 10.0710955174951
ENSG00000052723 1 8.78131491908291
ENSG00000053918 1 9.86704574490173
ENSG00000055044 1 9.81981193531596
ENSG00000055957 0 7.80135360902103
ENSG00000056291 1 5.63952254288614
ENSG00000057019 1 9.42549536860302
ENSG00000057593 0 6.29352130463609
ENSG00000057608 0 7.74827313917896
ENSG00000059758 1 5.74427826841403
ENSG00000059769 1 6.6221932857233
ENSG00000059915 0 8.19799918415638
ENSG00000060762 1 10.3629851331903
ENSG00000061492 0 5.13453610897249
ENSG00000064115 0 10.0147682336224
ENSG00000064313 0 9.59713148389184
ENSG00000064490 1 11.6845120785591
ENSG00000064666 0 9.03148396798692
ENSG00000064687 1 6.33424190099219
ENSG00000064763 0 10.0904426086045
ENSG00000064933 0 9.126042789137
ENSG00000064961 1 8.32875601086801
ENSG00000065150 1 8.07448730863037
ENSG00000065534 1 7.8448688263036
ENSG00000065609 0 5.35664216384567
ENSG00000065621 1 8.64565627719734
ENSG00000066136 1 7.87055046295955
ENSG00000066322 0 7.86446893308915
ENSG00000066427 0 7.09357112880246
ENSG00000066813 1 7.19678337563439
ENSG00000067048 0 6.60054313274439
ENSG00000067177 1 5.5527298483477
ENSG00000068137 0 8.19472313444998
ENSG00000068724 1 7.98385993641501
ENSG00000068781 0 5.78598607765877
ENSG00000068885 1 8.694283881185
ENSG00000069020 0 7.23712660170049
ENSG00000069696 0 7.45336374665625
ENSG00000070193 0 7.84173446679467
ENSG00000070950 1 7.59544912879841
ENSG00000071243 0 8.87445859571255
ENSG00000071655 0 9.28094283980118
ENSG00000072274 0 10.1461842851385
ENSG00000072501 0 8.51368425619171
ENSG00000072736 1 8.84128064594798
ENSG00000073050 1 8.52840403245636
ENSG00000073670 0 6.31452817434467
ENSG00000073756 1 7.90920837025356
ENSG00000074276 1 7.84492269057585
ENSG00000074755 0 8.67586620529891
ENSG00000075142 1 6.38297554956459
ENSG00000075213 1 8.37122287861703
ENSG00000075290 0 5.01631645264309
ENSG00000076053 1 9.17227005916029
ENSG00000076604 0 8.1049412489276
ENSG00000077782 0 8.14758471675002
ENSG00000078246 0 10.4617521251348
ENSG00000078589 0 6.51523288755072
ENSG00000079134 0 7.10106095191874
ENSG00000079263 0 7.39210428567705
ENSG00000080644 1 6.9760537611223
ENSG00000081154 0 11.6870557998714
ENSG00000082212 0 8.82275094396877
ENSG00000083067 1 7.59400011828017
ENSG00000083307 0 9.01552104183507
ENSG00000084674 0 6.73591948368577
ENSG00000085433 1 9.26456028461415
ENSG00000085721 1 8.11490921861963
ENSG00000086300 1 9.00141445844959
ENSG00000086589 1 8.88132500649495
ENSG00000088832 1 8.66878847897033
ENSG00000088992 1 10.8399887874656
ENSG00000089050 1 6.88472706998535
ENSG00000089737 0 7.53668013444401
ENSG00000090402 0 4.8300072383397
ENSG00000090621 1 9.61856447035532
ENSG00000090776 0 11.1193808048026
ENSG00000091073 1 10.1852554228907
ENSG00000091137 1 5.94163005883855
ENSG00000091164 1 11.7794776060225
ENSG00000091409 0 10.256748056756
ENSG00000091622 0 8.34870383380245
ENSG00000091844 0 6.29451097890137
ENSG00000092439 1 7.15234133694055
ENSG00000092470 1 7.35290436238342
ENSG00000092931 0 8.44518706236418
ENSG00000093167 0 8.7323839566183
ENSG00000094880 0 10.2390842935191
ENSG00000095059 1 9.36098332361779
ENSG00000095564 0 6.94102820332083
ENSG00000096093 1 6.1980312842805
ENSG00000096872 0 6.21763835494547
ENSG00000099377 0 9.24814220594721
ENSG00000099783 0 8.4899745726946
ENSG00000099889 1 7.09365587916883
ENSG00000099937 0 5.93208484769854
ENSG00000100024 0 5.38484931840034
ENSG00000100036 0 10.8554316871628
ENSG00000100104 0 8.43892602323785
ENSG00000100209 1 13.8153568350744
ENSG00000100219 1 12.2203564059749
ENSG00000100288 1 6.96786821523858
ENSG00000100354 1 7.84989359212217
ENSG00000100365 1 7.79036370950534
ENSG00000100417 1 8.95157066144239
ENSG00000100429 1 8.56316825407072
ENSG00000100450 0 6.49610791652149
ENSG00000100605 1 7.09619980879969
ENSG00000100628 0 9.21954992002265
ENSG00000100796 1 8.47215070647748
ENSG00000100823 1 11.1623314820839
ENSG00000100983 1 9.73312797301213
ENSG00000101000 0 8.3539597055887
ENSG00000101052 0 9.32548042488771
ENSG00000101109 1 8.15761364715402
ENSG00000101115 1 6.96958229934265
ENSG00000101138 0 12.9765670235832
ENSG00000101280 0 7.46315847985013
ENSG00000101310 1 7.46276743091666
ENSG00000101346 0 6.27345311177024
ENSG00000101448 1 8.10575068660687
ENSG00000101542 1 5.00906661305467
ENSG00000101752 1 8.22029015618411
ENSG00000101843 1 9.99841521020934
ENSG00000101871 1 7.1597435292914
ENSG00000101958 0 8.86347006525561
ENSG00000101972 1 8.74551669664945
ENSG00000102003 1 5.73330859497532
ENSG00000102007 0 8.67637656917966
ENSG00000102048 1 8.39915090089197
ENSG00000102385 1 7.47742793687685
ENSG00000102445 0 5.43077941884335
ENSG00000102900 1 7.80418175616374
ENSG00000102984 0 6.38287878771431
ENSG00000103121 1 9.18653379363799
ENSG00000103257 0 9.55217318741549
ENSG00000103485 1 5.94474468240219
ENSG00000103550 0 8.73541751943748
ENSG00000103569 0 5.55482758907297
ENSG00000103591 1 10.6106464395003
ENSG00000104361 1 6.74097510588926
ENSG00000104375 0 8.72763767863899
ENSG00000104518 0 10.0560300171873
ENSG00000104529 0 11.2995661640242
ENSG00000104728 1 8.99632443414158
ENSG00000104755 1 5.25552435052983
ENSG00000104826 1 7.64957614440286
ENSG00000104848 0 6.43271687211697
ENSG00000104880 0 7.38059192375688
ENSG00000104889 1 9.8422845344521
ENSG00000104897 0 8.88552364862293
ENSG00000104903 1 4.96809552749183
ENSG00000104915 0 8.22438451326616
ENSG00000105088 1 9.75993959496498
ENSG00000105136 0 6.65718838639962
ENSG00000105202 1 10.7324389652884
ENSG00000105245 0 6.66825671547642
ENSG00000105287 1 8.86498562365204
ENSG00000105329 0 8.25634082514354
ENSG00000105357 1 9.04497327689586
ENSG00000105397 0 7.01438205426596
ENSG00000105429 0 9.33012587894186
ENSG00000105486 0 8.5756483337824
ENSG00000105677 0 11.1207947211595
ENSG00000105698 1 8.48298988041316
ENSG00000105825 0 9.61150521600128
ENSG00000105879 0 8.70803180366448
ENSG00000106003 1 8.07717556484871
ENSG00000106004 0 9.16644924301205
ENSG00000106025 1 7.5828420920693
ENSG00000106077 1 7.79560753814683
ENSG00000106105 0 11.0858881745726
ENSG00000106244 1 9.06764549017503
ENSG00000106245 0 9.68004619373441
ENSG00000106290 0 9.91536972851387
ENSG00000106327 1 7.70721071332576
ENSG00000106348 1 11.8139866704724
ENSG00000106351 0 7.38433489317688
ENSG00000106536 0 5.46307810338197
ENSG00000106603 0 11.5651783586186
ENSG00000106628 1 9.51043788257792
ENSG00000106636 1 10.9831178290269
ENSG00000106976 0 10.6280828839655
ENSG00000106991 1 7.98742494782343
ENSG00000107036 1 7.33061564990858
ENSG00000107447 1 5.78700252655024
ENSG00000107614 1 6.95563656475532
ENSG00000107742 1 7.99633944244056
ENSG00000107819 0 9.24025236877712
ENSG00000107854 1 6.65265243846545
ENSG00000107890 1 7.39750347661863
ENSG00000107960 0 8.6949097901411
ENSG00000108055 0 10.3517734830762
ENSG00000108094 1 9.47154868350093
ENSG00000108306 0 12.1994366279739
ENSG00000108352 0 10.1208175048665
ENSG00000108468 1 9.4965023899955
ENSG00000108591 0 8.52324378297629
ENSG00000108773 1 11.8736279624709
ENSG00000108797 0 7.74198725505205
ENSG00000108848 1 9.32902203637449
ENSG00000108849 1 6.23604671412623
ENSG00000108946 0 9.53091860611004
ENSG00000109133 0 8.91798619686806
ENSG00000109163 0 6.03556770820124
ENSG00000109272 0 4.95912712139153
ENSG00000109472 1 8.11102564813108
ENSG00000109625 0 7.3132052996058
ENSG00000109814 1 8.90486829953953
ENSG00000109819 1 9.61523058670823
ENSG00000109929 1 5.93528927849448
ENSG00000110013 1 7.03613300449583
ENSG00000110148 0 5.07988304936928
ENSG00000110328 1 7.95827974091636
ENSG00000110446 0 5.08413695672912
ENSG00000110660 1 7.28117812079685
ENSG00000110675 1 4.93643543197398
ENSG00000110700 1 13.0728527413008
ENSG00000110799 1 6.74867279380206
ENSG00000110851 0 6.921429884573
ENSG00000111252 1 7.03451857435078
ENSG00000111300 1 10.4196182690798
ENSG00000111371 1 10.6702500646647
ENSG00000111639 1 12.2747575008956
ENSG00000111707 0 8.04223863911736
ENSG00000111716 0 11.8389915152631
ENSG00000111726 1 7.5722665768541
ENSG00000111731 0 9.78854388576946
ENSG00000111816 1 8.59952151697096
ENSG00000111877 1 5.79261008700924
ENSG00000111961 1 6.48367522075237
ENSG00000112096 0 10.9534572748383
ENSG00000112167 0 7.76203296622293
ENSG00000112293 0 6.83624074130671
ENSG00000112297 0 10.2930021595562
ENSG00000112357 1 6.79137545785066
ENSG00000112474 0 9.22232839162462
ENSG00000112486 0 8.16866589800078
ENSG00000112530 1 6.98515188394803
ENSG00000112578 1 10.520579997248
ENSG00000112599 0 6.45015061389095
ENSG00000112992 1 8.36030548977021
ENSG00000113119 1 8.89192231030066
ENSG00000113196 0 5.31417845332352
ENSG00000113361 0 7.18312518821058
ENSG00000113389 0 6.05373240106229
ENSG00000113391 1 8.02192532122309
ENSG00000113555 1 6.76593188964392
ENSG00000113594 0 7.3678760347861
ENSG00000113758 1 10.6109971243103
ENSG00000114054 1 8.47780451042317
ENSG00000114279 0 6.66059139097461
ENSG00000114656 0 6.3592942293077
ENSG00000114771 0 6.55657753455807
ENSG00000114784 0 8.10039365765267
ENSG00000114978 0 7.59342681201918
ENSG00000115159 0 7.63501579192773
ENSG00000115194 1 6.57917856968128
ENSG00000115274 0 6.10449996984714
ENSG00000115363 0 5.31151181752941
ENSG00000115464 1 8.14171168899724
ENSG00000115504 0 8.23749809117149
ENSG00000115594 1 8.70744999541929
ENSG00000115665 1 5.08357211106654
ENSG00000115825 1 9.41863158992233
ENSG00000115850 0 6.49983717944248
ENSG00000115875 1 10.4687226378893
ENSG00000115977 1 7.60487355901738
ENSG00000116132 0 5.23057633032097
ENSG00000116218 0 8.50530835423998
ENSG00000116273 1 9.04124207314109
ENSG00000116668 0 7.45598604622342
ENSG00000116678 1 7.69753770323293
ENSG00000116703 1 7.99839555328321
ENSG00000116729 0 9.92603779434604
ENSG00000116752 0 12.2690181141754
ENSG00000116791 0 12.0354454872848
ENSG00000116863 1 7.54633026199734
ENSG00000116981 0 5.1602278233878
ENSG00000117090 1 7.05475509041379
