X60.logFC	X60.P.Value
ENSG00000000003	-1.19900659436098	0.0179149782917134
ENSG00000000419	-0.749249235948433	0.00512688549029089
ENSG00000001036	-0.851638418727233	0.000474961195558273
ENSG00000001460	-0.832545612343785	0.00116012861618544
ENSG00000001461	-1.03308896117461	0.000357517059704997
ENSG00000001497	-0.625695851452823	0.0235096423211166
ENSG00000001626	-1.0754240671716	0.0026598346668548
ENSG00000001630	-1.33725520303498	8.07656073356022e-05
ENSG00000002330	-0.90955443471566	0.00220871578113649
ENSG00000002549	1.51583047316508	5.73934471763003e-06
ENSG00000002586	-1.02595816281197	0.00186400388724965
ENSG00000003137	-1.15399370747554	0.00269215413368036
ENSG00000003147	-0.842411787954567	0.016809772716958
ENSG00000003756	0.547512858662472	5.75605058228408e-05
ENSG00000004059	-1.10355147901244	0.00877426270638777
ENSG00000004139	-1.03381035013681	0.00962480982648395
ENSG00000004142	-0.752096017132966	0.00879839276637431
ENSG00000004399	-1.50343846316158	0.000585645174262087
ENSG00000004455	-0.704982776905155	0.00693704712888579
ENSG00000004468	1.90808574137427	0.0024972787592847
ENSG00000004487	-0.724843517376144	0.001219373619443
ENSG00000004700	-0.674241277692153	0.0932531237709913
ENSG00000004779	-0.762066037821857	0.0797333634971643
ENSG00000004799	-0.807480558801931	0.00162567880189391
ENSG00000004975	-1.12632421780552	0.000141081619076962
ENSG00000005020	-0.806525981322854	0.000227715101513965
ENSG00000005022	-0.740502622509263	0.00920704273451148
ENSG00000005075	-1.21553884902513	0.000270312016091635
ENSG00000005108	1.21348552930543	8.46574864056452e-05
ENSG00000005175	-0.520195563585862	0.00623595328140543
ENSG00000005187	-1.98898323997247	0.000299286938247126
ENSG00000005243	-1.03755589816596	0.00151734367990488
ENSG00000005302	-0.897699501087735	0.000921143225200576
ENSG00000005339	0.860721098059193	3.65247754473742e-05
ENSG00000005448	-1.49593126366238	0.00271231478307194
ENSG00000005469	-0.945183493660169	0.0048918332269789
ENSG00000005810	0.680963708726232	0.000157739543772967
ENSG00000005882	-1.51438919257333	8.64120663204722e-05
ENSG00000005889	0.517345788034412	0.000504183238201923
ENSG00000005893	-1.3556719896042	2.6549482552649e-05
ENSG00000006007	-0.754683349776085	0.0105261063173437
ENSG00000006015	-1.17065739554739	0.00282698585288562
ENSG00000006042	-1.54551891454151	0.00153807354445969
ENSG00000006062	1.44972180766445	1.98281667263009e-05
ENSG00000006125	-1.07866267775971	0.00054658406641628
ENSG00000006128	-1.29405244763467	0.00739200331515444
ENSG00000006210	0.707181113881698	3.50113063995003e-05
ENSG00000006282	-0.973868259562307	0.0216669519294323
ENSG00000006451	-0.579508811095264	0.0108805784722921
ENSG00000006468	-1.24476955096498	0.00084922648916111
ENSG00000006534	-0.601196879990004	0.014021141649788
ENSG00000006607	-0.880152428940955	0.0265058397427911
ENSG00000006611	-1.65524739444279	0.000129571156332852
ENSG00000006625	-0.796208602018739	0.00463723817445015
ENSG00000006715	-1.45221636582809	3.08516551395906e-05
ENSG00000006756	-0.956728341572688	0.0416541009597534
ENSG00000006757	-1.5788882562852	0.00040296901173288
ENSG00000007062	-1.69685511304452	0.000339018691815989
ENSG00000007080	-0.905202535774879	0.00459009790775061
ENSG00000007129	-0.978175969936826	0.0045732460018497
ENSG00000007202	-0.845916850844476	0.0456965037193515
ENSG00000007255	-2.48419734833297	0.000534111811132011
ENSG00000007306	-1.5870933375959	0.000662137134685376
ENSG00000007516	-1.02168760028988	0.0651451496834742
ENSG00000007944	0.84374066221223	0.000206527286438217
ENSG00000007968	-0.709624547627537	0.0369712948712505
ENSG00000008018	-0.658769088675008	0.0325339264279386
ENSG00000008086	0.598455647414294	0.000233566737507089
ENSG00000008128	-1.74128135639635	0.000151434753742189
ENSG00000008256	0.605796820896146	0.000104559810178411
ENSG00000008277	-0.923108601211819	0.000830234013097044
ENSG00000008282	-0.780413924908788	0.00121926219642617
ENSG00000008283	-0.680299352142758	0.0417833262938699
ENSG00000008382	-1.55359996372372	0.000476765980146624
ENSG00000008394	-0.986234282500005	0.000802176115803908
ENSG00000008517	3.23230116089577	1.007033864481e-06
ENSG00000008853	-0.727859004358503	0.00696187340212616
ENSG00000008869	-0.899329631266585	0.000744144301695399
ENSG00000008952	-1.02060747336195	0.000379869105069999
ENSG00000008988	-1.17252889328678	0.000969615117570074
ENSG00000009307	-0.575427637859047	0.088916541568714
ENSG00000009413	0.7069817602664	0.00011033671393704
ENSG00000009765	-2.23045743359283	2.93516245156226e-05
ENSG00000009830	-1.43130392250462	0.000422205647842152
ENSG00000009844	-0.586490738330377	0.0875513933051203
ENSG00000010030	3.18967119620402	1.11866074045404e-05
ENSG00000010219	-1.0178855494478	0.00122173317557718
ENSG00000010256	-1.25759466672117	0.0201693155523099
ENSG00000010270	-0.716416096354112	0.00646676893324628
