X84.logFC	X84.P.Value
ENSG00000002549	-1.23327095983333	0.0893788072471208
ENSG00000004809	0.701475586638888	0.0778079832685757
ENSG00000010030	-2.11022658643889	0.00258560161772659
ENSG00000025708	-1.78363331757248	0.0211030817598082
ENSG00000026950	-0.608892198778535	0.0350570437504141
ENSG00000035664	-0.52568148765	0.0819995739901914
ENSG00000055332	-1.46236107703686	0.00150304588791691
ENSG00000055955	-0.786844043261112	0.0526136533140996
ENSG00000059378	-1.59418167611111	0.0054145554413235
ENSG00000067191	-0.512789007040483	0.05475780562313
ENSG00000068079	-2.31698635666667	0.00141364178226928
ENSG00000072858	-0.666112366561112	0.0820132193959507
ENSG00000078081	-3.02071473086111	0.00291282066540894
ENSG00000081041	-2.05354347663623	0.0615821918672062
ENSG00000085514	-0.829051286005554	0.0819986468254577
ENSG00000089127	-3.07757015261111	0.000285204692838048
ENSG00000089692	-1.25537562544444	0.0370608002349746
ENSG00000092098	-0.766599025694444	0.0370608002349746
ENSG00000100226	-0.547997481389457	0.0823856844089201
ENSG00000100416	-2.42855755159356	0.00922027760031918
ENSG00000100889	-0.597837216712224	0.0458677248019176
ENSG00000100906	-0.958398969222224	0.053885655056823
ENSG00000100911	-0.63068593838889	0.0830586515696941
ENSG00000101347	-0.693448376694445	0.0893788072471208
ENSG00000102524	-3.52751663001667	0.0580159485713402
ENSG00000104043	0.67196456265	0.0830229460023047
ENSG00000104951	-2.19130005029444	0.0486550683646194
ENSG00000105559	-0.892391616686379	0.0871680431222353
ENSG00000105939	-0.973973396506782	0.00337755747637646
ENSG00000106785	-1.23705452200353	0.0326360908081467
ENSG00000107201	-3.08235835233333	0.0025322860115068
ENSG00000108771	-1.76614637594445	0.000266011109228081
ENSG00000109063	-0.908010855266667	0.0576483394431145
ENSG00000110446	-2.56310033233333	0.00212819554498207
ENSG00000111331	-3.98022941054681	5.56304146448472e-05
ENSG00000111335	-3.8136137051668	0.000285204692838048
ENSG00000111801	-0.560496102233333	0.0370608002349746
ENSG00000111913	-0.95311376816687	0.053885655056823
