X60.logFC	X60.P.Value
ENSG00000004468	-0.63641170825	0.0735940184814812
ENSG00000006062	-0.570146226055555	0.0754229305541846
ENSG00000008517	-0.828212893405556	0.00910000854183464
ENSG00000010030	-0.921575137772223	0.0393693524132081
ENSG00000011465	-0.776653028738889	0.0840508056597301
ENSG00000021488	-0.8467462491	0.0601403068401819
ENSG00000028277	-0.765140698272221	0.0645457768794112
ENSG00000048052	-0.845020190203228	0.0261007182173317
ENSG00000055483	-0.930492167013001	0.0314524287909033
ENSG00000055955	-0.878593044161111	0.0158646906694147
ENSG00000056558	-0.555686920428378	0.0716220533727427
ENSG00000059378	-0.816293620555555	0.00130678254459013
ENSG00000067082	-1.35246739154377	0.00993455314250092
ENSG00000068079	-1.03063944686111	0.0275710951831513
ENSG00000069399	-0.507500346333335	0.00614916738098305
ENSG00000073756	-0.803105918219632	0.0308981634534693
ENSG00000075826	-0.622894003972221	0.0805348977179039
ENSG00000078081	-1.71600796727778	0.000594323912758909
ENSG00000078401	-1.30618505941667	0.00121872589085248
ENSG00000080031	-0.541923704655555	0.0361683577926701
ENSG00000081041	-1.86218982928405	0.00047737264979946
ENSG00000082397	0.591611526188888	0.0351686349280112
ENSG00000085514	-0.906572905383333	0.00671009467469531
ENSG00000087074	-0.705987067333333	0.0187897516516313
ENSG00000089127	-1.63811669405556	0.0210862631801931
ENSG00000090339	-0.772150149577778	0.0037795296106399
ENSG00000090512	0.5639760282	0.0115400135662884
ENSG00000092098	-0.516506214055555	0.0741541074214271
ENSG00000092529	-0.726293255677779	0.0362766027007713
ENSG00000100906	-0.699319362777778	0.0152182110697406
ENSG00000100918	-0.598895263083335	0.0372049350574126
ENSG00000101104	-0.596078096293091	0.0835075755535054
ENSG00000101198	-0.683994728927778	0.0904675929507512
ENSG00000101255	-0.866766728184768	0.0263050046415567
ENSG00000102524	-1.96206944013333	0.0251563717567108
ENSG00000104827	-0.560482301222222	0.0265681387577751
ENSG00000104856	-0.553478208333334	0.0505056937418097
ENSG00000104936	-0.684970890300001	0.0424902522546882
ENSG00000104951	-0.890110205872222	0.00091010939635056
ENSG00000105499	-1.13071285519946	0.00293644771442741
ENSG00000105642	-1.23242409091667	0.0244682329945601
ENSG00000105939	-0.61107162700107	0.044220793362506
ENSG00000106089	-0.619190446609153	0.0256162144766016
ENSG00000106852	0.532767794652819	0.0954763026215782
ENSG00000107201	-1.76088611327778	0.00934349513016734
ENSG00000108551	-1.89570399388072	0.0102050241250849
ENSG00000108604	0.55727688488889	0.0251379396842912
