X24.logFC	X24.P.Value
ENSG00000001036	-0.516234418785208	0.0621042816011078
ENSG00000006062	0.618818713899905	0.0279498198316383
ENSG00000012048	-0.513461638759913	0.0334776294183039
ENSG00000049541	-0.662499977883104	0.00696214386007974
ENSG00000069399	0.572585188340349	0.00658710445038221
ENSG00000070526	-0.52249801856905	0.0616275521444853
ENSG00000071539	-0.510785920977431	0.0538275002977464
ENSG00000076382	-0.553438386846844	0.0275945358456941
ENSG00000076716	-0.547433427330193	0.0409018572593535
ENSG00000080986	-0.541754339486138	0.00398248886917156
ENSG00000086696	-0.534475000851092	0.0767447404416715
ENSG00000087074	0.505174285197434	0.0341426654894662
ENSG00000087301	-0.586227915270621	0.00399918279465031
ENSG00000087495	-0.591531938122343	0.0311351930291208
ENSG00000090382	-0.601488036399176	0.0677727348415287
ENSG00000095002	-0.568653898399722	0.0892798869667782
ENSG00000099204	-0.568008065594846	0.0455639876218502
ENSG00000100162	-0.636533881910092	0.0926356851136586
ENSG00000100297	-0.590135325246778	0.00770501141885946
ENSG00000100749	-0.502031731270642	0.0270832587935399
ENSG00000100906	1.3272423306948	0.000168683409864401
ENSG00000101079	-0.517376032733635	0.075562671778152
ENSG00000101417	-0.502604495143698	0.0966608096972575
ENSG00000101911	-0.500536643666269	0.0143708467246057
ENSG00000104147	-0.572237145779474	0.0409018572593535
ENSG00000104537	-0.645017253945989	0.0657347383414324
ENSG00000104889	-0.530434290620366	0.0409018572593535
ENSG00000105011	-0.602617677476985	0.0794390810025134
ENSG00000105379	-0.546496848620792	0.0490621060587375
ENSG00000107611	-0.634778351329587	0.0902551916330749
ENSG00000108106	-0.561373682347312	0.00422847356421161
ENSG00000109674	-0.577500827824716	0.0409018572593535
ENSG00000109805	-0.582737045643361	0.00398248886917156
ENSG00000110848	1.2125899028731	0.0146541607380959
ENSG00000111247	-0.520048311222426	0.00422847356421161
ENSG00000112773	0.911918010084789	0.0593869300522293
ENSG00000112984	-0.579019595004653	0.023334505257441
ENSG00000113369	0.895809332992168	0.028939662729672
ENSG00000115008	0.705881743667566	0.0164527447287874
ENSG00000115009	1.20095021872494	0.00316153086685252
ENSG00000116221	-0.532634360012169	0.0823512264011124
ENSG00000118503	1.23347803904449	6.50292324161731e-05
ENSG00000118939	-0.527501462226113	0.0334776294183039
ENSG00000119227	-0.518702757417141	0.0278942728647382
ENSG00000119705	-0.595673662718409	0.0426277732803372
ENSG00000120129	1.04039203473166	0.0084997987610459
ENSG00000120738	1.50831427514434	3.37168472475113e-07
ENSG00000122641	0.615405060932244	0.0834389115916971
ENSG00000122877	2.23064161622645	8.26736393377825e-06
ENSG00000122952	-0.588149257666845	0.0145757900407993
ENSG00000123610	-0.504593562183231	0.0164527447287874
ENSG00000125740	0.903302896067462	0.00231777157390889
ENSG00000126432	-0.543196867486844	0.0232200845651962
ENSG00000126787	-0.535597040927581	0.00254350869327751
ENSG00000129173	-0.571069565884884	0.00398248886917156
ENSG00000130234	-0.774555365256607	0.000529027793703802
ENSG00000130725	-0.535200991650097	0.0986824088033115
ENSG00000131828	-0.523225489911998	0.0700151907584117
ENSG00000131876	-0.547263417524843	0.0492712326249445
ENSG00000132437	-0.654012867324396	0.0852426837510268
ENSG00000133169	-0.553540699377409	0.0286662302211881
ENSG00000134057	-0.540289060575019	0.0966608096972575
ENSG00000135336	-0.532723810887187	0.0697045284173856
ENSG00000135625	1.2415026045645	1.43664402519339e-05
ENSG00000135677	-0.538671766528443	0.0401333350306007
ENSG00000136244	1.40827702661733	0.000323026240312017
ENSG00000136783	-0.581284955514381	0.0852426837510268
ENSG00000136824	-0.503867949064663	0.00620387392987247
