baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Colour
ENSG00000125144.13	82.8862927077512	3.10788887191972	0.441913138444237	7.03280486943905	2.02422369153715e-12	1.95566604242232e-10	Significant
ENSG00000198417.7	63.7896636289997	2.23262204352921	0.444415250488894	5.02372958865192	5.06775777683353e-07	2.49356289718099e-05	Significant
ENSG00000148702.15	16.8964094164033	2.17491098810362	0.867021867743693	2.50848458270554	0.0121250259214091	0.144713113702228	Not
ENSG00000271976.1	24.3079415738224	2.03295943391245	0.698493417267803	2.91049190107544	0.00360860318988861	0.0593721413889434	Not
ENSG00000086696.11	35.6279636314274	1.87233819531685	0.571392673535669	3.27679769453672	0.00104991567405995	0.0224140062288023	Significant
ENSG00000183287.14	22.1819526774903	1.85412357838882	0.712555202626748	2.60207710441776	0.00926610168796086	0.117928963405625	Not
ENSG00000134757.5	33.4796416502037	1.84482971855079	0.587080807509728	3.14237783785876	0.00167581627233792	0.0326752994925667	Significant
ENSG00000265393.1	16.7421622076527	1.66064169056867	0.808043296925135	2.05513949176727	0.0398655334538306	0.316941613879352	Not
ENSG00000224769.1	72.6552250521089	1.66020562434568	0.394900817518552	4.2041078435288	2.62113950922982e-05	0.000935132144047598	Significant
ENSG00000162595.6	42.8169684345272	1.65509342898215	0.5074815542932	3.26138637942674	0.0011086885468447	0.0235547377303956	Significant
ENSG00000125999.11	17.0138324204229	1.64860427961791	0.799490121715781	2.06206960516267	0.0392011096277479	0.312946855870248	Not
ENSG00000154930.15	23.6871133034413	1.59214182441347	0.674053976143182	2.36203906625315	0.0181747268548011	0.190016338586214	Not
ENSG00000174827.13	18.8544850149567	1.5882629772028	0.765042376670312	2.07604575332857	0.0378897195735275	0.306299534334781	Not
ENSG00000128591.15	43.729454702786	1.57303211669522	0.503084674234507	3.12677407454073	0.00176735685212556	0.0341001972226442	Significant
ENSG00000127831.10	25.3803406776764	1.56361626206866	0.674350645087526	2.31869914184736	0.0204113550963188	0.205152547218155	Not
ENSG00000259275.3	22.0887697719002	1.56134214821141	0.720807887756389	2.16610025324681	0.0303035268655385	0.267934189440393	Not
ENSG00000136999.5	133.491768793589	1.5503711175405	0.301849030613406	5.13624679989825	2.80279534785732e-07	1.46631617487113e-05	Significant
ENSG00000103355.13	38.0560071630859	1.54353568214429	0.562641603000091	2.74337282190637	0.00608115990245716	0.0862507904339635	Not
ENSG00000187398.12	139.408103214548	1.53509436492275	0.29979481846008	5.12048331191276	3.04753586495455e-07	1.56345677164878e-05	Significant
ENSG00000196542.8	50.5879046243411	1.52525077115014	0.481748875136917	3.16607022842897	0.00154513484382501	0.0307539921697261	Significant
ENSG00000244242.2	19.7406102603476	1.51560769359849	0.741316701770306	2.0444807057215	0.0409060815769045	0.321325160683625	Not
ENSG00000115461.5	60.075285014041	1.47442403941616	0.439142844825678	3.35750441294666	0.000786494880108956	0.0179483555743485	Significant
ENSG00000168734.14	22.5758943247798	1.44521959296389	0.700754441683652	2.06237664293867	0.0391718912658918	0.312902325163153	Not
ENSG00000112425.15	24.4789071161013	1.44208390094303	0.662421839083001	2.17698725473683	0.0294815184013304	0.262694262829494	Not
ENSG00000164761.9	420.374362654321	1.42987969704498	0.177633554121349	8.04960360173938	8.30626207419461e-16	1.00863931022055e-13	Significant
ENSG00000159713.11	44.442655850679	1.42890429915868	0.497241064685684	2.87366511062782	0.00405738936026135	0.064781188869022	Not
ENSG00000163817.16	69.9972315222135	1.40024677211144	0.395196848340244	3.54316280099961	0.000395358553155888	0.0101022505976281	Significant
