baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Colour
ENSG00000075461.6	28.3615672586731	6.25863710174213	1.50253028885376	4.16539829391173	3.10809462600479e-05	0.000300062774202626	Significant
ENSG00000205364.4	9.20856453942604	6.09710371285998	1.76589628205251	3.45269638700031	0.000555013306877786	0.00390275364141729	Significant
ENSG00000166780.11	6.72429082880716	5.64350775437018	1.86542985361441	3.02531223215681	0.00248376572831504	0.0141446633446879	Significant
ENSG00000172458.4	5.09234395589647	5.24670003333643	1.96022290099581	2.67658337767152	0.00743770571535873	0.0353193567264192	Significant
ENSG00000227726.1	4.83001455567897	5.17614657318655	2.00107725331852	2.58668003176919	0.00969055323568545	0.044003600363642	Significant
ENSG00000125144.13	77.59201958138	5.11698405551862	0.679689097926508	7.52841861246375	5.1358513634022e-14	1.4340025047182e-12	Significant
ENSG00000167080.8	25.6006904148295	5.07018781965151	1.17177598314361	4.32692587370613	1.51204818452909e-05	0.000156302482326592	Significant
ENSG00000170458.14	4.49497835295573	5.06471845611026	2.0242113718811	2.50206995497887	0.0123469525533265	0.0533474313826487	Not
ENSG00000243877.1	4.00323258404724	4.89686828763308	2.08740253962093	2.34591469287105	0.0189804510930789	0.0750643287336714	Not
ENSG00000178660.6	3.84652301786201	4.84816197750051	2.12172172677062	2.28501311756829	0.0223120586079422	0.085353835197865	Not
ENSG00000280362.1	3.7227264832033	4.79507222840166	2.12057523350502	2.26121297308376	0.0237460721499819	0.0896837376885832	Not
ENSG00000260400.1	3.69718161712682	4.79072980183486	2.14173103038025	2.23684941473921	0.0252961836445383	0.0939905974621035	Not
ENSG00000106565.18	3.60973848372098	4.75856511693352	2.18157182996751	2.18125530022286	0.0291645386197346	0.10479686780254	Not
ENSG00000171431.3	3.61710664917103	4.75163237272698	2.1406349165023	2.21973038751089	0.026437074799821	0.0972245147189863	Not
ENSG00000188833.9	3.42404368173293	4.67314565068921	2.17183741121755	2.15170142412705	0.0314208779131728	0.111033098413534	Not
ENSG00000285402.1	3.42404368173293	4.67314565068921	2.17183741121755	2.15170142412705	0.0314208779131728	0.111033098413534	Not
ENSG00000213412.3	9.59122527647138	4.64196939703899	1.68475267578761	2.75528240064607	0.00586414966207884	0.0291055206865326	Significant
ENSG00000272054.1	3.29287898162417	4.62107649563709	2.19808064164734	2.10232345805742	0.0355249510494022	0.122455323942594	Not
ENSG00000279561.2	3.30024714707423	4.61348972125882	2.24731578312364	2.05288894240147	0.0400833496897198	0.134037715395352	Not
ENSG00000183287.14	18.4015236500024	4.60884842322856	1.22675423302818	3.75694519663638	0.000172000145157425	0.00138957406616036	Significant
ENSG00000260948.1	7.31688436617914	4.28301919954818	1.76848349349805	2.42185986767476	0.0154413037113988	0.0635502758469811	Not
ENSG00000167552.14	285.419349346026	4.27248355364837	0.300929463714584	14.1976245891981	9.47707145044729e-46	9.64797818840198e-44	Significant
ENSG00000118271.10	6.96497833056736	4.14508897450594	1.78263665353334	2.32525734635268	0.0200582035849958	0.0783279231184728	Not
ENSG00000168004.9	6.51908763035023	4.11527977953611	1.81432367575396	2.26821698604907	0.0233159846561184	0.0883540271755588	Not
ENSG00000196104.11	6.57148423024109	4.06124637580019	1.81096633514936	2.24258524135692	0.0249235728408997	0.0928918271184583	Not
ENSG00000241790.2	6.21090316144137	3.97094224043048	1.82115585860328	2.18045161904811	0.0292240013945828	0.104968905702921	Not
ENSG00000139364.10	5.47369782520392	3.84835238294953	1.87339127575547	2.05421709428941	0.0399546846313282	0.133735056982686	Not
ENSG00000255200.1	11.2002233831869	3.84787128538019	1.33867093211045	2.87439668187455	0.00404800188270014	0.0214987813940238	Significant
ENSG00000104537.17	10.7179792817169	3.84525815820668	1.37675112675972	2.79299437891637	0.00522225994134249	0.0264854666658458	Significant
ENSG00000176533.13	5.45552112457749	3.83970376169234	1.87532810945913	2.04748371355654	0.040610614350871	0.135226928087493	Not
ENSG00000071246.11	10.6123594476846	3.82986979819804	1.38203071038416	2.77119008240667	0.00558518119692738	0.0279351555256751	Significant
ENSG00000165816.13	25.6287889170882	3.75383227731297	0.875493603149789	4.28767527690402	1.80552776030401e-05	0.000184015571116248	Significant
ENSG00000105388.15	5.34039962310673	3.72426826650861	1.89100810180552	1.96946182459647	0.0489000822446715	0.155268685886752	Not
ENSG00000133488.14	4.87633222226317	3.67009819402006	1.92062877536994	1.91088368615801	0.0560195299992881	0.172348031089491	Not
ENSG00000148702.15	15.1454606675239	3.66446540114822	1.1186250459637	3.27586568383265	0.00105338645155408	0.00681242537066794	Significant
ENSG00000189052.7	4.70881412090155	3.61206105673281	1.94820082796164	1.85404964667428	0.0637320575704559	0.189980032116176	Not
ENSG00000154102.11	4.95427368823052	3.60554260878845	1.91823213179196	1.87961746080244	0.0601602318429342	0.181542641336521	Not
ENSG00000188015.10	9.35703684221164	3.56939225332858	1.38655971071096	2.57427951047156	0.0100449087796666	0.045212069547029	Significant
ENSG00000198417.7	58.0520354634441	3.51360750046388	0.557705582123598	6.3001117670097	2.97431095197924e-10	5.92600849750524e-09	Significant
ENSG00000086696.11	31.0605346412199	3.49747811705353	0.756380040365534	4.62396934134236	3.7646553364826e-06	4.3984087267828e-05	Significant
ENSG00000178776.5	8.92718934063251	3.49682133160045	1.40141939233309	2.4951997601367	0.0125886238752695	0.054210659040817	Not
ENSG00000271824.1	4.32268818602534	3.48107126096194	1.98302187195306	1.75543765310741	0.079184476274258	0.222637997605249	Not
ENSG00000068615.18	21.2649752642412	3.46691572258011	0.914070248858133	3.79283291072106	0.000148938378182318	0.00122399653108471	Significant
ENSG00000225969.2	4.39326148654263	3.41861937433047	1.96571998096076	1.73911818948882	0.0820139757827423	0.22852890759147	Not
ENSG00000256576.2	4.39326148654263	3.41861937433047	1.96571998096076	1.73911818948882	0.0820139757827423	0.22852890759147	Not
