baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Colour
ENSG00000176716.5	11.6219847187435	6.93002663507095	1.70084315987312	4.074465417251	4.61201657645026e-05	0.00140846891008085	Significant
ENSG00000271554.1	12.9325822523859	5.61472271338737	1.65974727460665	3.38287810396798	0.000717304622842695	0.015038411142181	Significant
ENSG00000204482.10	9.32134648243599	5.12908010755836	1.73994696776652	2.94783703329895	0.00320005712604971	0.0490709396876732	Significant
ENSG00000091879.13	30.513932167981	4.50300414030052	0.835538954109719	5.38934075802432	7.07166083377255e-08	4.17652472451756e-06	Significant
ENSG00000164188.8	17.7626330539696	4.4641836931054	1.09590861010845	4.07349997246908	4.63118570024943e-05	0.00141133918650006	Significant
ENSG00000077522.13	45.4660727247915	4.39360030590854	0.68106681968238	6.45105616502875	1.11073322844765e-10	9.9655537173455e-09	Significant
ENSG00000115844.11	11.0118636692634	4.34694431037098	1.34492028105564	3.2321204249809	0.00122875260808313	0.0232321091934043	Significant
ENSG00000270379.5	10.0565503454433	4.21547307789254	1.35951758706049	3.10071242771277	0.00193055681825377	0.0329243131519193	Significant
ENSG00000245848.3	10.0657668566361	4.20376246581216	1.37550111072002	3.05616799074169	0.00224185610603601	0.0368414237220594	Significant
ENSG00000198576.4	27.0188537773697	4.03921795655414	0.810853485305609	4.98143996388172	6.31128653553902e-07	3.10090251720616e-05	Significant
ENSG00000105642.15	22.0928651858116	4.00976874891024	0.892888291151873	4.49078433287262	7.09613758786237e-06	0.000275547600689978	Significant
ENSG00000108551.5	8.75716011163232	3.99024023562027	1.43346438690927	2.78363402122862	0.00537536496628564	0.0732520254132039	Not
ENSG00000243978.8	209.816172315427	3.96251921475896	0.304480478525733	13.0140337204708	1.01822138314493e-38	6.12841994980352e-36	Significant
ENSG00000182759.3	19.6802248581312	3.83484099110195	0.921991212822945	4.15930318832482	3.19219942452125e-05	0.00102927055105378	Significant
ENSG00000270240.2	31.016974357026	3.81006264996692	0.726024329585825	5.24784431417118	1.53889256411762e-07	8.68332151901525e-06	Significant
ENSG00000154240.17	7.42816006657594	3.73270755863445	1.51653312920652	2.46134257587071	0.0138418127873473	0.147560875065116	Not
ENSG00000069431.11	7.38023459926082	3.73110838371944	1.45636963388885	2.56192404517286	0.0104094080843554	0.119241792052747	Not
ENSG00000099869.7	14.6362975276834	3.71756701970483	1.07211040003197	3.46752257938547	0.00052527961012448	0.011531404207064	Significant
ENSG00000256995.7	14.1922143950964	3.66819390378793	1.05633032144945	3.47258223048505	0.000515477071598022	0.0114203470847138	Significant
ENSG00000155761.13	20.364637040895	3.60315138232663	0.866242424697137	4.15951848997282	3.18919204334433e-05	0.00102927055105378	Significant
ENSG00000262668.2	13.0027180977039	3.54009854251598	1.07538954572085	3.29192203569636	0.00099505192698169	0.0196359632312165	Significant
ENSG00000174844.14	9.49742519786669	3.49012124452174	1.25473430885286	2.78156197682407	0.00540980002091392	0.0736044458527947	Not
ENSG00000153253.17	385.251258000608	3.44107963208653	0.204830889816808	16.7996127691682	2.45642410456758e-63	3.2257314718617e-60	Significant
ENSG00000249916.1	9.13075997752447	3.44095006412881	1.25790638863914	2.73545797621029	0.00622935397825853	0.0817284452460895	Not
ENSG00000136297.14	17.9978445365468	3.40949034600875	0.891083464308814	3.82623006998944	0.000130120685154033	0.00345513473722427	Significant
ENSG00000256453.2	50.5218884426986	3.39653513471501	0.534516778355523	6.3544032147404	2.09237335854923e-10	1.7990674502526e-08	Significant
ENSG00000168124.2	14.7858368664571	3.38369598683796	1.0164511158615	3.32893135147979	0.000871798897484121	0.017637444081454	Significant
ENSG00000168685.15	35.1677967728163	3.37582079658543	0.653632801967294	5.16470530001697	2.40818032555522e-07	1.31268546425076e-05	Significant
ENSG00000111913.18	172.811007649122	3.37242762771952	0.295265082263668	11.4216947085805	3.25817751272463e-30	1.47076169285335e-27	Significant
ENSG00000133107.14	22.1935167776362	3.28176816828052	0.839559023421062	3.90891894045503	9.27100626898552e-05	0.00255085115343802	Significant
ENSG00000168772.11	42.727093666752	3.22548899239859	0.567223416522873	5.6864524602512	1.29705470591864e-08	8.87959963364678e-07	Significant
ENSG00000145287.10	18.3806609136317	3.19805802529647	0.870323572573397	3.67456211238812	0.000238257680441869	0.00586308721291788	Significant
ENSG00000147251.15	10.3447180075912	3.17459924433931	1.14287390401001	2.77773360053158	0.00547394769854922	0.0740366802486362	Not
ENSG00000234155.1	7.67551061764697	3.16486252319288	1.32424511690034	2.38993709155663	0.0168512589220773	0.169039191062088	Not
ENSG00000174521.7	10.1297566253497	3.1434060867901	1.15004257751227	2.73329539988841	0.00627040671511293	0.0821924001813124	Not
ENSG00000129965.15	7.51055234670348	3.12149233171228	1.32088904215774	2.36317527974428	0.0181190976082079	0.176955998521852	Not
ENSG00000205038.12	7.51055234670348	3.12149233171228	1.32088904215774	2.36317527974428	0.0181190976082079	0.176955998521852	Not
ENSG00000198785.5	9.94856034231932	3.10236758010949	1.18495228776489	2.61813712850945	0.00884112682492915	0.106247984181449	Not
ENSG00000198670.11	7.37807009993376	3.10063455561028	1.37530763496976	2.25450253948343	0.0241645710912609	0.218297204135875	Not
ENSG00000160185.15	9.85894233963769	3.09744775910185	1.15911041248893	2.67226290587001	0.00753415947806446	0.0938197703971045	Not
ENSG00000088882.8	26.8709883168294	3.08182988423495	0.713529360140952	4.31913535222456	1.56641694882495e-05	0.000557312631176757	Significant
ENSG00000078098.14	156.114525172471	3.03356508436828	0.308790582101399	9.82402074481706	8.87321904419073e-23	2.46487786717952e-20	Significant
ENSG00000166592.12	9.38940468377112	3.02539482216502	1.17102284087406	2.5835489424842	0.00977895913929319	0.113916987715395	Not
ENSG00000271503.6	1535.82317903674	2.95486054565719	0.229505515753471	12.8748999167027	6.23198096881367e-38	3.60083860378054e-35	Significant
ENSG00000188385.11	15.608494232819	2.93801916355286	0.980844098763168	2.99539872570745	0.00274086300750489	0.0431282855592682	Significant
ENSG00000225975.6	8.92908353909729	2.93384161286297	1.20470914139081	2.43531115691204	0.0148789888118618	0.155253604243833	Not
ENSG00000207005.1	15.3814501264564	2.90955263500511	0.94997426402855	3.06276995617396	0.00219298573483065	0.0361923631358217	Significant
ENSG00000119508.18	15.2552008116353	2.89613645570461	0.921888350997743	3.14152625160105	0.00168069741031942	0.0298986134138719	Significant
ENSG00000169554.20	97.5522199619412	2.88803915140487	0.36724891928666	7.86398270964162	3.72108932727062e-15	5.26971915023766e-13	Significant
ENSG00000225964.5	14.9485437827293	2.87217308732111	0.996437815500059	2.88244087352277	0.00394607185901138	0.0571152384803802	Not
ENSG00000145113.22	8.54825795065106	2.86841457221933	1.21277134685853	2.36517343491786	0.0180216291484949	0.17648978511865	Not
ENSG00000204103.4	10.5350439464701	2.84578016460963	1.07979814693259	2.63547420663178	0.00840198111948155	0.102242083245834	Not
ENSG00000206337.10	552.753055189953	2.84473221092166	0.163127840261041	17.4386677735049	4.19744655103536e-68	7.57901442871323e-65	Significant
ENSG00000077264.15	10.5004902783134	2.82989708210974	1.09788847486732	2.57758155485851	0.00994944000569791	0.115105245065744	Not
ENSG00000156076.10	12.5280628742377	2.82772430931985	0.994142163133644	2.84438626001593	0.00444970693352854	0.0631395055548327	Not
ENSG00000088881.20	12.3285509351376	2.78882270040234	1.07998883800917	2.58226992932927	0.00981527819462213	0.114247939984945	Not
ENSG00000261402.1	28.3077788209203	2.76724596095424	0.701992999764974	3.94198512218885	8.08099903448422e-05	0.00226660254472086	Significant
ENSG00000108342.12	18.0222499248483	2.74897224401789	0.871829061539313	3.15310921061093	0.00161541359029102	0.0290955727079224	Significant
ENSG00000124216.4	25.6272772758005	2.7319708509347	0.694041012072569	3.93632480417317	8.27389724768187e-05	0.00230726729233136	Significant
ENSG00000222009.8	11.7510796205196	2.71738289095284	1.04177932311597	2.60840547576346	0.00909651310471815	0.108594323799714	Not
ENSG00000130052.13	11.6410683177854	2.7079688432651	1.04490599267824	2.59159088208902	0.00955333048011068	0.112102241092769	Not
ENSG00000243795.1	11.409868923457	2.67123178408587	1.02476541894868	2.60667635216099	0.00914257308801661	0.108787536141503	Not
ENSG00000118515.11	52.8188529345788	2.65532985352021	0.499415892993309	5.31687095019178	1.05566883260429e-07	6.12415111926462e-06	Significant
ENSG00000205755.11	9.45061509490052	2.6499457045683	1.23905321182533	2.13868595737265	0.0324611106625884	0.266572338556617	Not
ENSG00000208037.1	13.0758375222661	2.64787960456516	0.95218210784779	2.78085419032935	0.00542160819573372	0.0736044458527947	Not
ENSG00000167244.20	50.1825047085845	2.63038346125673	0.521347031295959	5.04536000659321	4.52668230303579e-07	2.30239175589268e-05	Significant
ENSG00000182393.3	1868.58605844279	2.60914684214796	0.121670716249777	21.444328779915	5.1585040410813e-102	1.88034344667236e-98	Significant
ENSG00000198626.16	36.5454338837873	2.60324991258845	0.601677102407764	4.32665611200906	1.51390035412217e-05	0.000545343905618322	Significant
ENSG00000144596.13	16.1878694807314	2.58061639768188	0.908850544135133	2.83942878654224	0.00451943815916505	0.0639405330158072	Not
ENSG00000128965.13	33.8729771411387	2.56115238382107	0.604728000542294	4.23521381765743	2.28334334489317e-05	0.000776068108634868	Significant
ENSG00000117122.13	8.78027642489648	2.54222370598527	1.22844411906653	2.06946630011714	0.0385023505398311	0.299014222337559	Not
ENSG00000233264.2	10.468715967741	2.53964410977964	1.09834979042234	2.31223616731704	0.0207646721958541	0.194643536579566	Not
ENSG00000249898.7	8.78443171286222	2.53913727636094	1.1449593532448	2.2176658666223	0.0265776232285331	0.23183198522715	Not
ENSG00000188596.11	137.918597101451	2.53120588577518	0.295215432383151	8.57409744924852	9.9866843654556e-18	1.97613226930145e-15	Significant
ENSG00000278743.1	10.5024810669521	2.53071670687222	1.0542111026545	2.4005786891258	0.0163691708988016	0.16546723137382	Not
ENSG00000260953.1	15.6624789213943	2.52569958013584	0.857873812064359	2.94413880528429	0.0032385471728017	0.0495215875161181	Significant
ENSG00000284779.1	46.6354324180365	2.50628992622982	0.536723903897523	4.66960742390998	3.0177586433271e-06	0.000130513543721138	Significant
ENSG00000163993.7	18.4353778267799	2.45993886105967	0.832485190276659	2.95493408146055	0.00312735862980253	0.0481606560847522	Significant
ENSG00000285133.1	20.1638154007842	2.4594568618483	0.783633866270763	3.13852803931588	0.00169798689014183	0.0301319663735857	Significant
ENSG00000204131.9	8.34658151222388	2.44303231085873	1.19013336485635	2.05273827538951	0.0400979677676469	0.306950262005119	Not
ENSG00000165449.11	16.3468911041582	2.41777814761383	0.845830394274391	2.85846685574353	0.00425693577400001	0.0610034099756251	Not
ENSG00000111052.7	8.10616560670278	2.40809679512962	1.17622855592008	2.04730346241758	0.0406282981602127	0.309860489400355	Not
ENSG00000229677.1	29.3023596147472	2.40758190296421	0.663827585910032	3.62681809865387	0.000286935279067241	0.00694268024476767	Significant
ENSG00000230183.4	11.3710731119905	2.40268482890194	1.00188375802222	2.39816726208335	0.016477339209556	0.166327858058726	Not
ENSG00000184530.9	23.8115392831567	2.35934748778587	0.719475878677606	3.27925863494179	0.00104080200285379	0.020399436813057	Significant
ENSG00000246130.1	7.82911838904219	2.35105918869178	1.21641598061275	1.9327756508982	0.0532638411267893	0.366379135750701	Not
ENSG00000155465.18	12.4963190746368	2.33148004147108	1.00988124254844	2.30866753756865	0.0209620370456391	0.196111803836954	Not
ENSG00000165949.12	1332.65632391992	2.32711391435047	0.108340410507638	21.4796482997118	2.41326568143275e-102	1.7429811384148e-98	Significant
ENSG00000153234.14	26.412341050389	2.32433627331574	0.671770442443111	3.46001569354933	0.000540143906853134	0.0118217859613538	Significant
ENSG00000136574.17	12.3425375925532	2.31941152573822	0.950941457565915	2.43906868007955	0.0147251693650454	0.154203596940143	Not
ENSG00000007237.18	7.7345565294493	2.31356829386877	1.22993444826775	1.88105008126833	0.0599651065541429	0.393367831141959	Not
ENSG00000158486.13	10.7528151972673	2.31183203776881	1.05920723125118	2.18260598073711	0.0290648389761234	0.246965646476531	Not
ENSG00000227262.3	12.2804517571341	2.31090003179538	0.947615934863673	2.43864623501486	0.0147423925295108	0.154203596940143	Not
ENSG00000196517.11	19.8549938725511	2.3068360049332	0.75738321990874	3.0457976151243	0.00232063982533912	0.0377071341698804	Significant
ENSG00000138135.6	100.580857772118	2.29343273308427	0.353022806786422	6.49655684844121	8.21790713597325e-11	7.51314358095782e-09	Significant
ENSG00000241106.8	50.2004165989048	2.28963999776232	0.486168554830183	4.70956003841523	2.48252081003798e-06	0.000108666706366662	Significant
ENSG00000268223.5	21.243126684754	2.28684371969029	0.72616730636047	3.14919674799446	0.00163719929643409	0.0294146067624259	Significant
