baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Colour
ENSG00000125144.13	54.670866940951	6.74909861289118	1.48690174456561	4.53903469920461	5.65123368933766e-06	7.17402656480318e-05	Significant
ENSG00000151632.17	13.3463038779092	6.16985039691012	1.6355896836596	3.77224829585938	0.000161783140123477	0.00148256554335883	Significant
ENSG00000212747.4	7.19113737353742	5.27880515482211	1.78661538325329	2.95463993218832	0.00313034158031203	0.0191350327610235	Significant
ENSG00000169715.14	6.85195916802087	5.2057064355997	1.80795372752226	2.87933610045095	0.00398513378563366	0.0232698168574519	Significant
ENSG00000205364.4	6.62894600154007	5.15618901975404	1.83318163523822	2.81269947322159	0.00491275421511554	0.0276693766710228	Significant
ENSG00000125355.15	5.66275318402201	4.93170627216002	1.87116568237541	2.63563313426063	0.00839804739763344	0.0431354252696627	Significant
ENSG00000010318.21	4.83591889923377	4.70779787359504	1.93830060188419	2.42882753532588	0.0151477360019677	0.0691495225853693	Not
ENSG00000166780.11	4.84047856974642	4.70256780674267	1.95221362437907	2.40883873978617	0.0160033674212623	0.0721522994216284	Not
ENSG00000279253.1	4.72451110127608	4.67927716497671	2.03889283125017	2.29500888583122	0.0217326150669409	0.0923556161741995	Not
ENSG00000118271.10	4.71043694860731	4.66546900961448	1.94902545434814	2.3937445245808	0.0166773606008882	0.0746457261371971	Not
ENSG00000164825.4	4.49674069371722	4.5978457337679	1.97305350147766	2.33031984704139	0.0197892525497726	0.085751646344491	Not
ENSG00000167363.14	4.44103679473837	4.58334448098736	1.97205839160667	2.32414237859013	0.0201178643690571	0.0869408165003745	Not
ENSG00000204983.14	11.1312302353539	4.39408813098369	1.66294899549342	2.6423469047407	0.00823336781227398	0.0424390041489715	Significant
ENSG00000124249.7	9.67987136895398	4.18870443722794	1.69167623744917	2.47606743211336	0.0132838486342386	0.0622525219582339	Not
ENSG00000196337.11	7.13621977357715	3.71483330740308	1.76979493516701	2.09901906350101	0.0358152202796385	0.134988091682076	Not
ENSG00000213412.3	7.10370936829237	3.70821875238234	1.77164689856573	2.09309132388875	0.0363410030635427	0.136659886373941	Not
ENSG00000178531.6	7.0134254239059	3.69575245814141	1.77546934356761	2.08156365612892	0.0373823440025911	0.139496998108274	Not
ENSG00000132329.11	34.2514818158894	3.65856991622816	0.806456287196777	4.53660040142444	5.71682795718117e-06	7.23589702796889e-05	Significant
ENSG00000227063.5	6.77384807436653	3.63161279514763	1.78690401107447	2.03234912040067	0.0421183250163543	0.152186164524777	Not
ENSG00000157227.13	6.55083490788573	3.57683526622713	1.80674832495174	1.97970863834766	0.0477362773540533	0.166444221300117	Not
ENSG00000273084.1	6.48850169827138	3.57544329570361	1.8000849453186	1.9862636510583	0.0470040564812378	0.16468749218388	Not
ENSG00000178776.5	6.39759979305254	3.54430516910404	1.80369739346198	1.96502206076883	0.0494116842738662	0.170727796265818	Not
ENSG00000173531.15	12.7049156417186	3.53758838231322	1.27723208799485	2.76973027499407	0.00561027307562784	0.0309355470005238	Significant
ENSG00000258728.1	6.24892434873201	3.50569817084445	1.81151412299911	1.93523093545662	0.0529619631425796	0.179061875386817	Not
ENSG00000110975.8	6.15139313287767	3.48267294513693	1.8166356655807	1.91710039119136	0.0552251789571548	0.184959971101337	Not
ENSG00000198417.7	41.8929057213808	3.44665039350527	0.697565572457404	4.94096975193789	7.77349685189249e-07	1.19936087005257e-05	Significant
ENSG00000270504.1	5.75919862933748	3.3909365285911	1.84783156476047	1.83508962248443	0.0664924113025726	0.210399769623561	Not
ENSG00000104883.8	5.79833834525776	3.38912685358459	1.83664578093311	1.84528061358829	0.0649967290722294	0.207467180165704	Not
ENSG00000103355.13	22.8361593131654	3.36728816930966	0.927627779045443	3.62999927920949	0.000283422011199315	0.00244269455977493	Significant
ENSG00000144724.20	5.67285639463129	3.34970079025609	1.85487414582859	1.8058911424202	0.0709353449403827	0.219990055066367	Not
ENSG00000186007.10	11.1042633701658	3.31778407983621	1.32304960373124	2.50767928162289	0.0121526914594416	0.0579156778016631	Not
ENSG00000112293.15	10.974839709859	3.31614369693645	1.33084291582814	2.49176191832747	0.012711120936692	0.0600268246853762	Not
ENSG00000214128.11	16.4758271664757	3.31045339076923	1.07458224765935	3.08068870296345	0.00206522443089108	0.0134709720398692	Significant
ENSG00000146070.16	5.2806618910911	3.248634496551	1.87197630264145	1.73540364371441	0.082669335153664	0.244608547275621	Not
ENSG00000167614.13	5.2806618910911	3.248634496551	1.87197630264145	1.73540364371441	0.082669335153664	0.244608547275621	Not
ENSG00000167552.14	215.779717660343	3.24063150260914	0.304789372135878	10.632363851468	2.1070307057714e-26	1.57253091650269e-24	Significant
ENSG00000259605.3	5.18313067523677	3.22107942026956	1.87796885406684	1.71519320636982	0.086309810019889	0.25212583498619	Not
ENSG00000125999.11	10.4306642002107	3.21725409885616	1.33968557586627	2.40149939419615	0.0163280361047811	0.0734098255358134	Not
ENSG00000183688.4	5.13405608689341	3.19649143268087	1.8836568860496	1.69696055388546	0.0897041184266339	0.259069885578432	Not
ENSG00000272606.1	5.1247391753027	3.19109249360564	1.8813915583941	1.6961341616359	0.0898604754136865	0.259381397461416	Not
ENSG00000150636.17	5.02057864881287	3.173897500787	1.90293285256854	1.66789779077225	0.0953360183188689	0.271042124370052	Not
ENSG00000246640.1	5.05971836473315	3.17205906212848	1.88705038218811	1.68096151118676	0.0927703907899794	0.265867778284695	Not
ENSG00000179988.14	5.00194482563145	3.16288314348066	1.89160312472542	1.67206487562753	0.0945115298882885	0.269491181520546	Not
ENSG00000196104.11	4.91373052136783	3.13925812094623	1.90998015808794	1.64360771375181	0.100257259561617	0.279827445977684	Not
ENSG00000279689.1	4.92760710347119	3.13780461366167	1.8991975730361	1.65217387501475	0.0984991105417414	0.276644201086623	Not
ENSG00000232725.1	4.91829019188048	3.13227334888439	1.91075376860381	1.63928675706506	0.10115355273701	0.281399082388706	Not
ENSG00000260855.1	4.80688239392278	3.10376198773805	1.91737902566608	1.61875244601668	0.105500537583759	0.29027119788563	Not
ENSG00000128596.17	4.774371988638	3.09362944875406	1.92495967405372	1.60711389981447	0.10802938470113	0.294604145017878	Not
ENSG00000063180.9	18.9573138904244	3.0716391782831	0.957705786739088	3.20728894073177	0.00133992341289478	0.00940937027715961	Significant
ENSG00000183690.13	4.64889003801154	3.04497617147134	1.92118565264438	1.58494634148456	0.112978526254434	0.303209731574073	Not
ENSG00000241790.2	4.67415317182845	3.0446988519243	1.91979264500061	1.58595193072184	0.112750214238587	0.302742626785871	Not
ENSG00000141756.18	4.65095967813438	3.03994261496214	1.93917998733161	1.56764335173715	0.116964388855542	0.310319210247359	Not
ENSG00000237037.9	4.64620243705632	3.02658187696528	1.94996564793344	1.55212061308507	0.120633366659202	0.316133104918103	Not
ENSG00000127954.12	27.3632388710897	3.01339352855969	0.793966357431793	3.79536676882251	0.000147425348889761	0.00136438697142403	Significant
